Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
197005, -10.95,  -9.07,  -3.73,  -6.38,   2.43,  -8.14, -13.18, -17.89,  -8.42, -10.43, -29.06,  -8.27,  -7.99,  -3.57, -13.49, -10.45,  -9.55, -11.28, -10.30, -10.33, -10.02,  -9.06,  -6.13,  -8.68, -10.75,  -8.75,  -7.77,  -3.30,   5.87,   1.46,  -5.94,  -4.82, -16.11, -10.25,  -8.17, -31.71, -13.35, -22.44,  -3.82, -10.70,  -7.64, -11.89,  -9.77, -12.11,  -6.60,  -9.16, -15.29,  -9.72,  -5.46
197006,  -0.75,  -0.48,  -2.04,  -3.02,   6.48, -12.03,  -5.64,  -9.65,  -5.27,  -7.27,  -4.57,  -4.27,   0.24,  -1.80,  -7.27,  -2.85,  -5.50, -13.36,  -6.74, -12.37,  -4.75,   0.67,  -3.54, -12.74,  -5.44, -11.96,   7.68,  -3.23,  -3.03,  -2.55,  -5.19,  -8.76, -17.93,  -8.05, -11.78, -10.71, -12.22, -14.07,  -7.54,  -5.07, -15.53,  -7.01,  -3.84,  -7.39,  -0.13,  -3.73,  -3.39, -11.65, -22.57
197007,  -1.43,   5.28,   5.83,   6.66,   3.38,  12.52,   0.46,  13.26,   4.51,   7.98,  -6.37,   1.86,   2.24,   8.49,   6.01,  10.07,   9.90,   6.75,   3.41,  12.60,   3.04,   5.27,   8.77,   4.26,   4.02,  14.61,  10.08,   0.46,   6.02,  12.47,   8.28,  10.26,  12.49,   6.84,   0.41, -12.02,   6.70,   4.41,   8.49,   6.46,   8.24,   4.23,  11.55,   0.99,   6.43,  10.15,   9.62,  10.13,  -0.47
197008,  -0.31,   0.08,  -1.84,  -3.02,  -0.33,  11.09,   3.19,   6.07,   3.97,   7.00,   8.96,   2.00,   1.27,   4.47,   4.16,   4.03,   3.53,   7.17,  -1.11,   9.04,   3.73,   2.02,   8.10,  11.93,   0.17,   6.88,  10.44,   2.28,  -2.94,   5.84,   4.03,   1.37,   2.73,   3.55,   7.12, -10.92,   9.47,  13.14,   6.39,   7.26,   7.66,   6.35,   4.77,   7.01,   6.22,   1.22,   5.53,   5.27,  14.45
197009,  14.44,   4.68,   3.55,   3.96,   0.36,   5.95,  19.18,   7.11,   6.19,  11.62,  36.41,   8.18,   7.59,  -1.43,   7.39,   5.69,   6.56,  16.39,   3.94,  12.70,   7.52,   3.04,   1.29,   8.58,   8.75,   4.78,   5.49,   8.69,  24.10,   2.89,  -0.95,  -1.21,  20.69,  11.32,  10.50,  73.65,   8.19,   9.61,   1.48,   0.15,   8.73,  16.19,   6.70,  15.84,  -1.00,   8.56,  14.77,   8.33,   5.75
197010,  -4.21,  -0.25,   4.30,  -1.11,  10.24,  -4.35,  -4.01,  -2.91,  -0.24,  -3.93, -19.33,   1.20,   0.10,  -4.26,  -7.37,  -2.32,  -3.64, -11.71,  -5.49,  -9.20,  -3.51,   0.05,  -2.98, -11.30,  -4.78,  -8.93,   2.04,  -6.63,   6.08,   2.43,  -1.24,  -3.75,  -6.51,  -3.99,  -1.91, -33.46,  -9.44,  -4.59,  -5.43,  -2.84,  -5.04,  -7.65,  -1.06,  -3.98,  -5.44, -10.32,  -9.41,  -7.63, -19.30
197011,  -1.80,   5.24,   6.25,  -1.15,   9.16,   6.25,  11.27,   3.34,   4.52,   2.26,   0.20,   1.08,   3.04,   3.94,  -0.38,   2.52,   1.61,   1.23,   1.17,   8.56,   2.64,   3.15,   7.52,   2.48,  10.34,  13.91,  -4.22,  -1.72,   8.88,   4.23,   8.76,   4.93,  -5.24,   2.37,   3.43,   9.94,   6.03,   1.85,  -0.91,   0.95,   2.92,  -1.28,   7.37,   4.13,   4.62,   5.67,   7.26,   6.68,  -8.82
197012,   0.90,   7.76,   2.17,   3.90,   2.51,   4.93,   2.62,  12.06,   5.50,  13.72,   9.97,   1.45,   6.15,   9.64,  11.17,  13.02,   9.16,  10.02,   7.25,   7.04,  12.07,   3.53,   6.00,   5.04,   5.91,   4.54,  -3.53,   7.97,   5.59,   2.18,   6.78,   6.59,   5.00,   5.09,   3.30,  -7.98,   8.43,   3.01,   8.21,  10.12,  10.42,  10.96,   4.78,   6.71,   7.55,  12.55,   9.76,   8.55,  11.17
197101,   4.98,   1.97,   4.06,   4.42,   5.74,  10.64,  12.92,   5.05,   5.06,  12.49,   4.80,  10.93,   3.53,   6.97,   6.69,   6.04,   5.65,  12.01,   4.23,  10.43,   7.70,   7.55,   1.91,  20.25,   3.25,  21.83,   3.95,   6.33,   3.16,  -0.02,   2.59,   9.77,  10.13,   8.17,   3.76,  19.65,   9.04,  10.47,   5.90,   3.39,  15.70,  13.85,   7.69,   7.81,   0.35,   8.64,   8.27,   7.43,  17.79
197102,   9.25,   2.03,   1.73,   1.38,   4.22,   5.58,   6.21,   6.01,   1.51,   5.85,  27.84,   3.39,   0.23,   1.13,   3.51,   5.91,   0.09,   1.85,  -1.07,  12.29,   0.26,   6.57,  -0.69,   4.10,   3.32,   0.55,   7.66,   1.63,   3.72,   4.13,  -3.06,  -6.24,   7.77,   4.69,   3.16,  -7.73,   0.27,   1.84,  -0.29,   3.42,   2.36,   1.69,   3.30,   6.06,   0.99,   3.30,   6.95,   0.72,  12.45
197103,   1.23,   2.39,   7.17,   2.32,   9.46,   9.17,  14.83,   4.33,   6.18,   3.87,  13.27,   8.17,   2.30,   3.07,   5.50,  -0.64,   0.17,   6.74,   3.84,   0.23,   3.71,   1.98,   2.39,   2.22,   6.37,  -3.33,   5.78,   6.15,   8.88,   2.57,   1.95,   0.45,  -1.33,   8.16,   7.04,  16.75,  12.25,   4.03,  -0.50,   6.32,   2.77,   9.34,   6.19,   9.82,   9.58,   4.11,   6.25,   5.78,   6.72
197104,   4.46,   1.02,   2.86,   1.41,   1.72,   8.46,   3.52,   6.52,   3.76,   2.58,  -1.34,   4.78,   4.08,   6.41,   2.49,  -0.17,   4.08,   5.31,   2.76,  15.44,   4.64,   8.87,   8.50,   6.43,   6.31,  11.97,   4.94,   3.67,   2.62,   4.19,  -3.88,   0.82,  -6.39,   2.54,   1.33,   8.52,   5.22,   1.43,   2.77,   1.01,  11.71,   1.68,   5.43,   2.77,  -2.28,   7.08,   3.81,   3.32,  -8.16
197105,  -7.49,  -3.20,   1.80,  -1.96,  -8.44,  -1.40,   0.70,  -6.10,  -1.24,  -4.04,  -6.60,   0.49,  -3.09,  -1.43,  -6.46,  -3.95,  -5.47,  -1.98,  -4.54,  -3.19,  -4.62,  -3.20,  -5.48,  -4.23,  -2.49,  -7.59,  -4.18,  -1.98,  -7.81,  -5.42,  -4.26,  -6.21,  -3.29,  -5.35,  -7.28,  10.74,  -5.01,  -3.71,  -3.93,  -2.97,  -4.05,  -3.25,  -2.27,   2.28,  -7.26,  -3.48,  -5.63,  -5.30, -13.35
197106,  -0.72,   0.44,   1.50,   0.74,  -0.07,   1.97,  -1.38,  -1.21,   3.23,  -2.04,  -1.51,   5.71,   0.90,  -0.32,  -2.02,  -6.70,  -2.65,  -2.84,  -4.93,   0.69,  -0.05,   1.64,  -1.55,  -2.32,   0.94,  -5.58,  -3.27,  -1.21,   5.23,   0.86,   3.87,   0.76,   0.93,   0.69,  -2.95,   0.00,  -1.46,   0.12,  -4.46,   0.77,  -3.37,   1.93,  -0.18,   3.27,  -2.65,   1.91,   3.03,  -0.13,   0.02
197107,  -7.48,  -0.43,  -1.93,  -3.14,   0.47, -10.80,  -8.25,  -3.02,  -5.90,  -6.66, -12.31,  -3.07,  -1.83,  -4.13,  -6.83,  -4.81,  -2.89,  -9.64,  -7.61,  -8.17,  -4.75,  -6.86,  -3.53,  -9.85,  -1.08,  -7.70,   1.30,  -5.75, -11.22,  -2.14,  -2.49,  -3.61, -12.62,  -7.55,  -9.49, -23.88,  -7.42,  -5.02,  -3.45,  -4.26,  -6.07,  -6.05,  -3.01,  -6.94,  -2.20,   0.22, -10.15,  -2.25, -16.78
197108,  -1.26,  -0.49,   7.12,   1.05,   1.77,   9.26,   7.17,   3.69,   6.60,   6.33,   4.86,  -0.58,   3.79,   7.25,   4.27,   7.43,   6.26,  11.22,   7.67,   6.03,   8.89,   9.01,   9.06,   3.40,   8.73,   2.20,  -6.47,  -3.41,   4.19,  -2.07,  -2.94,  -1.57,   7.80,   2.66,   6.21,   4.41,   2.57,   6.76,   0.25,   2.43,  15.79,   4.10,   6.01,   4.96,   5.50,   6.41,   7.81,   7.22,   1.91
197109,  -4.08,  -0.38,   1.55,  -1.26,  -2.99,  -3.75,  -2.88,   1.75,   1.43,  -0.53,   0.99,   1.01,   0.49,  -0.02,   0.97,  -0.58,   1.86,  -0.98,  -7.50,   1.14,  -1.46,   1.13,   0.15,  -0.42,  -0.86,   6.29,  -2.74,  -2.78,  -8.13,  -1.63,  -1.90,   0.09,   6.76,  -1.58,  -1.61, -11.74,  -2.82,   2.39,  -3.81,  -0.29,  -0.54,  -0.47,   0.46,   0.52,   0.99,  -2.67,   6.26,  -1.71,  -3.96
197110,  -7.49,  -4.31,  -1.40,   0.98,  -8.86,  -6.78,  -5.62,  -3.37,  -4.28,  -4.43,  -8.58,  -1.93,  -2.58,  -6.86,  -0.31,  -8.70,  -5.88,  -7.57, -10.55, -12.49,  -8.38,  -6.89,  -6.00,  -6.06,  -7.29,  -8.21, -18.84, -12.24,  -9.83,  -4.72,   1.60,  -1.74,  -4.29,  -5.13,  -2.41, -17.55,  -8.49,  -9.31,  -5.36,  -4.23,  -1.94,  -3.64,  -3.66,  -2.56,   1.29,  -4.59,  -6.22,  -4.33,   0.30
197111,  -3.10,   0.65,  -0.40,   0.40,   0.93,  -0.02,   2.59,  -4.61,   1.44,  -2.09,  -6.79,   1.18,   0.26,  -1.92,  -4.40,  -5.64,  -4.13,  -6.01,  -3.16,  -6.28,  -2.61,  -2.28,  -1.14,  -0.01,  -7.79,  -2.27,   1.62,  -5.92,  -3.73,  -0.47,  -1.77,  -0.78,   0.85,  -1.59,   1.80, -12.26,   2.93,  -7.65,  -3.39,  -1.05,  -0.82,  -2.92,   0.05,   0.72,   2.14,  -0.20,  -2.58,   1.01,  -4.40
197112,   9.60,   7.10,  12.45,  12.96,   8.41,  11.59,  18.28,  13.19,   8.32,  10.41,  17.26,   7.24,   7.78,   6.73,  11.99,  14.63,   8.19,   9.80,  13.80,  15.12,  12.46,  11.69,   6.15,  12.87,  12.34,  14.21,   3.88,  13.60,  16.87,   8.66,   7.67,   7.09,  14.44,  13.29,  10.75,  19.85,  11.28,  13.25,   8.83,   9.61,   9.83,  13.96,   9.67,  11.51,   5.68,   1.76,   3.76,   8.64,  14.72
197201,  13.60,   0.90,  -1.52,   2.84,   5.57,   7.27,  15.59,   0.39,   3.13,   4.96,   6.73,   2.65,   2.40,   4.26,  10.60,   6.65,   1.03,   6.80,   4.02,   2.08,   2.93,   2.37,   2.73,  18.91,  -3.51,   9.97,  15.48,   5.93,   8.96,  -0.10,  -0.68,   0.93,   5.92,   5.30,   9.34,   9.82,   6.98,   4.29,  -3.59,  -0.15,   6.25,   6.95,  -1.04,  10.92,   0.17,  -1.25,   2.69,   2.27,  17.39
197202,   4.16,   3.17,   4.33,   6.26,   7.86,   7.19,   6.74,   6.47,   6.43,   2.25,  10.50,   6.58,   6.88,   2.19,   6.40,   1.67,   2.85,   2.89,   6.29,   2.37,   3.40,   2.72,  -0.56,   2.49,  -2.21,  -0.72,   2.99,   7.00,  -3.63,   1.86,  -3.06,  -0.90,   2.54,   2.70,   1.00, -10.06,   1.99,   6.79,   3.48,   5.14,   2.88,   4.76,   5.39,   6.85,  -0.83,  -0.52,   5.72,   0.01,   6.08
197203,   6.84,  -1.27,   1.76,  -2.63,   2.90,  -0.10,  -3.16,  -2.33,   4.00,  -2.62,  -2.34,   4.69,  -0.58,   2.33,  -0.22,  -0.37,   0.82,   0.03,   0.16,  -0.30,   1.63,   3.26,   4.67,  -0.87,  -2.69,   1.44,  -0.07,   0.49, -12.71,  -5.44,  -0.58,  -0.60, -11.87,  -1.51,   2.06,   0.00,  -3.29,   5.39,   2.73,   2.47,  -0.16,   0.91,   2.11,   2.01,   5.25,   5.62,   4.43,   3.81,   5.03
197204,   3.29,   0.84,   4.13,   2.40,   6.24,  -0.62,   2.76,   3.35,   2.28,  -1.52,  -3.15,   2.68,   0.74,   2.13,   3.05,  -1.72,   1.91,   1.26,   0.16,   0.81,   3.89,   6.12,  -2.71,  -0.97,  -4.40,   5.72,  -2.80,   0.29,   4.20,  -0.80,  -3.16,  -1.05,  -5.47,  -1.00,   1.01,  16.77,   0.10,   0.82,   7.31,  -1.87,   2.06,   3.08,  -1.37,   2.00,   2.24,   5.19,  -1.71,   1.24, -13.10
197205,  -4.41,  -0.71,   1.73,   4.72,   2.21,   4.71,   6.99,   0.69,   3.89,  -5.84,   0.92,   2.59,   3.47,   0.80,  -0.12,  -3.31,  -3.31,  -4.97,  -2.24,  -6.59,   2.32,   1.54,  -3.70,   2.31,  -1.76,  -3.12,   6.02,   1.89,  -8.47,   2.83,  -0.85,   0.06,  -7.85,   1.10,   3.78,  -6.91,   1.41,   9.23,  -3.83,   3.77,   1.26,   1.08,   0.97,   5.06,  -2.48,  -2.89,   1.35,  -1.55,  -3.53
197206,  -0.21,  -2.21,  -0.68,   5.80,  -0.84,  -3.49,  -0.01,  -3.23,  -1.15,  -3.80,  -8.07,   2.10,   2.77,  -4.05,  -2.54,   0.39,  -3.30,  -4.75,  -5.55,  -4.23,  -1.59,  -1.52,  -2.76,  -5.19,  -2.39, -11.61,  -1.43,  -0.76, -13.33,  -0.82,  -2.02,  -2.99,  -6.01,  -4.96,  -1.62, -17.14,  -5.80,  -1.56,  -4.68,  -1.00,  -9.75,  -5.49,  -4.28,  -1.02,  -1.05,  -9.13,  -9.15,  -3.12,  -8.04
197207,  -5.25,  -1.06,   5.25,  -1.97,  -5.29,  -5.00,  -2.13,  -4.50,   0.91,  -4.19,  -0.10,  -0.63,   4.19,  -0.45,  -5.13,  -2.99,  -2.13,  -6.10,  -4.14,  -1.08,  -0.91,  -4.06,  -1.23,   1.64,  -3.56,   6.34,   3.27,  -5.59, -11.28,  -1.07,  -0.36,   0.75,  -6.62,  -3.83,   2.16, -13.10,  -2.28,  -0.56,  -1.39,   4.94,  -4.26,  -5.06,  -2.16,  -7.68,   3.27,  -5.20, -12.11,  -1.95, -10.80
197208,  -0.96,   1.56,  -0.67,   4.99,  -3.30,  -3.13,  -1.81,  -0.28,  -0.91,  -0.28,   5.91,   1.22,   0.61,   7.13,   2.26,  -2.86,   0.58,   1.23,   7.77,   4.09,   4.45,   0.15,   3.57,   1.09,   8.26,   6.15,  -1.59,   3.90,  11.21,  11.61,   5.31,   3.98,  -3.29,   1.21,   2.49, -14.29,   4.27,  -1.47,   5.18,  -0.89,   0.42,   1.88,  -0.83,  -1.64,   7.61,   6.54,  -2.54,   4.72,   6.03
197209,  -0.38,  -1.77,  -1.25,  -0.76,  -7.69,  -2.78,  -3.43,  -2.17,   1.65,  -3.46,  -8.33,  -0.53,  -0.26,  -4.70,  -1.46,  -3.76,  -3.64,   1.94,  -4.05,  -8.38,  -1.29,  -2.15,  -1.18,  -2.21,  -3.19,  -5.30,  -6.60,  -2.00, -15.31,  -0.15,  -0.23,   4.03,  -3.10,  -2.73,  -0.93,   4.63,  -1.66,  -2.80,  -4.95,  -1.12,  -6.40,  -3.71,  -0.25,   0.50,   0.67,  -2.63,  -5.52,  -0.07,  -7.16
197210,   4.26,   2.22,   1.17,  -3.84,  -1.14,  -1.99,   2.84,  -3.27,   2.02,  -1.40,  -3.66,   0.61,   1.83,  -0.03,  -4.35,   0.55,  -0.77,  -1.61,  -2.14,  -0.76,  -1.04,   2.23,  -3.78,  -2.53,   2.75,   0.81,  -3.57,   0.43,  -5.23,   2.93,   6.32,   2.30,  -7.97,  -1.88,  -4.66, -23.89,   0.62,  -4.18,   4.77,   1.95,   2.84,  -0.80,   0.61,   3.51,   0.51,   5.07,  -6.80,   1.58,   0.27
197211,   0.91,   8.40,   0.79,   4.69,   9.47,   6.35,   1.96,   4.40,   0.02,   9.82, -13.18,  -2.48,  -0.06,   5.51,   2.23,   8.79,   7.86,   5.29,  12.52,   2.27,   5.94,   2.52,   8.93,   8.82,   1.52,   4.57,   2.51,   4.09,  15.67,   5.49,   5.80,   5.96,  12.52,   3.90,   0.86,  -1.16,   6.08,   6.15,   7.66,   3.47,   5.26,   3.81,   5.75,   6.26,  -0.81,   7.76,   9.79,   8.51,   6.38
197212,  -1.48,   1.42,   3.12,  -1.10,  -3.49,   1.65,  11.79,   2.28,   4.38,  -3.22,   0.99,   3.46,   3.81,   0.84,  -2.34,  -1.28,  -2.55,   2.29,  -5.75,   2.39,  -0.73,   0.35,  -0.54,  -3.94,  -2.22,  -3.99,   3.72,   2.66,  -3.68,   1.04,  -1.94,   1.26,  -3.42,  -0.70,   2.58, -10.59,  -0.74,   5.91,   2.64,  -0.02,  -3.93,  -0.47,   1.34,   2.82,   0.75,  -4.40,  -5.20,  -0.69,  -0.46
197301,  -0.35,  -3.44,  -2.20,  -5.25,   0.09, -14.85, -10.76,  -8.95,  -4.17,  -6.97, -22.26,  -4.29,  -0.03,  -2.61,   0.32,  -8.26,  -8.37,  -7.11,  -1.29,  -8.56,  -4.50,  -5.76,  -6.03,  -8.55,  -1.78,  -3.85,   7.97,   2.12,  13.85,   4.69,  -4.61,  -2.12, -12.14,  -5.09,   5.84, -14.47,  -8.13,  -0.92,  -5.80,  -3.10, -10.39,  -7.05,  -4.02,  -4.69,  -5.54,  -9.24,  -9.23,  -8.92,  -6.03
197302,  -2.41,  -4.23,  -3.74,   1.80,  -1.89, -13.51,  -9.52,  -5.38,  -1.11,  -9.89, -12.52,  -5.38,   0.33,  -0.88,  -5.86,  -8.53,  -7.16, -12.30,  -2.49,  -5.13,  -4.13,  -6.49,  -7.21,  -6.11,  -0.99,  -7.33,   4.58,   4.58,  -0.12,  -7.88,  -2.62,  -5.60, -11.31,  -8.41,  -1.94,  20.00,  -6.35,  -7.05,  -5.50,  -4.27,  -6.66,  -6.48,  -5.99, -12.21,  -6.00,  -5.52, -11.12,  -6.59,  -8.81
197303,  -3.49,  -2.26,   0.06,   0.45,   0.39,  -4.47,  -4.26,  -1.85,  -1.40,  -4.92, -15.93,  -0.21,   1.18,   0.60,  -2.97,   0.31,  -1.85,   0.76,   3.59,   2.92,  -4.37,  -0.06,  -2.27,  -1.77,  -1.77,   2.89,  -0.66,  -1.70,   0.64,   3.05,  -2.51,   0.24,  -4.23,  -2.90,   0.22,   1.28,  -6.29,  -3.52,   2.50,   2.45,   3.22,  -6.23,  -6.46,   1.01,  -0.61,  -0.43,  -3.09,  -0.87,  -4.33
197304,  -7.15,  -5.35,  -1.93,  -5.09,  -8.66, -10.23,  -6.83, -13.26,  -5.52,  -8.20, -13.66,  -5.59,  -5.47,  -3.80,  -7.58,  -7.19,  -3.13, -10.22,  -1.45,  -5.56,  -6.18, -10.07,  -3.26,  -9.26,   0.41,  -6.45,   6.75,  -3.11,  -9.81,  -1.07,  -1.00,   0.88, -13.20,  -6.79,  -5.83, -27.85,  -9.94,  -6.40,  -0.66,  -6.48,  -8.62,  -7.80,  -7.99, -17.35,  -6.25,  -7.21, -11.31, -10.84, -16.27
197305,  -6.45,  -1.56,  -0.15,  -0.69,  -2.64,  -6.57,  -5.49,  -2.56,  -0.55,  -7.60, -11.80,  -3.45,   1.98,  -1.51,  -3.85,  -5.92,  -4.02,  -8.12,  -5.89,  -6.61,  -3.38,   1.32,  -7.08,  -6.66,   2.22,  -5.01,   4.05,  -4.38,  -2.10,  -4.22,  -0.33,  -1.98, -18.85,  -8.26,  -3.08, -28.07,  -0.88,  -4.23,   0.59,   3.03, -10.99,  -7.55,  -1.84,  -5.54,  -2.38,  -3.67, -12.14,  -3.84, -22.53
197306,   6.13,  -6.65,   1.19,  -1.48,   3.39,  -9.03, -11.76,  -5.93,   1.23, -13.24, -19.24,  -3.24,   0.81,  -1.70,  -4.59,  -5.70,  -3.00,  -0.36,  -2.79,  -5.29,  -1.97,   3.28,  -3.02, -11.51,   1.97,  -3.65,   1.47,   3.22, -10.08,   1.66,  -2.97,  -0.50,  -0.27,  -6.61,   0.96,  -9.76,  -3.74,  -2.10,  -0.94,   0.20,  -5.35,  -5.61,  -5.52,  -9.35,   3.19,   1.46,  -0.83,   1.38,   5.36
197307,  16.94,   6.99,   3.19,   5.38,   5.32,  17.29,  13.64,  11.28,   4.57,  12.55,  27.73,   8.31,   6.32,   7.04,  12.25,   9.14,  12.66,  16.73,   6.92,   9.11,  12.34,   8.44,   5.55,  15.14,  10.94,   7.11,   1.52,   9.44,  -4.24,   0.13,  -2.79,  -0.32,  22.93,  15.46,   1.07,  21.69,  14.67,  16.20,   9.77,   3.14,   7.89,  15.83,   9.76,  17.52,   8.78,  10.69,  11.28,   7.86,   7.45
197308,   2.80,  -1.93,  -3.02,  -1.87,  -8.05,  -0.93,  -3.70,  -4.46,  -4.67,  -8.30,  -9.92,  -0.62,  -8.57,  -2.26,  -7.44,  -5.16,  -2.63,  -1.26,   0.15,   2.66,   1.87,  -5.48,  -4.18,  -5.05,  -2.80,   1.08,  -9.01,   2.45, -11.05,  -4.39,  -2.85,  -5.09,  -7.06,  -1.98,  -3.99, -13.94,  -3.87,  -5.55,   8.93,   0.18,  -4.55,  -1.98,  -5.05,  -1.57,  -1.18,  -1.64,  -8.93,  -3.65,  -3.08
197309,  12.84,   7.53,   4.91,  -1.27,   1.39,  11.47,  -4.34,   7.49,  -1.20,   9.68,  19.86,   2.36,   0.20,  10.23,  10.25,   6.17,   8.85,  13.63,   9.74,   5.58,   8.80,   9.59,   7.33,   6.51,  13.63,   3.65,   2.62,  12.13,  29.08,   9.03,   7.51,   7.45,   6.21,   9.47,  -9.48,   8.31,  12.86,  12.66,   4.97,   5.34,  12.20,   9.62,   6.68,   8.75,   6.39,   7.81,   7.36,   7.25,   5.03
197310,  -4.05,  -2.18,  -2.73,   1.72,  -0.60,  -6.88,  -7.85,  -4.38,  -0.96,  -7.14,  -8.22,   1.44,   2.00,   2.43,  -8.75,   1.04,  -0.71,   2.46,   7.30,   9.44,   1.65,  -3.14,  -7.22,  -1.20,   1.84,  -0.19,   8.30,   6.65,  11.27,   4.76,  -3.93,  -5.54,  -9.11,  -3.34,   6.76,   5.15,  -3.14,   4.78,   3.28,  -2.31,   0.01,  -0.27,  -4.02,  -7.07,   0.96,  -5.19,  -9.91,  -2.14,  -0.82
197311, -16.31, -12.38, -12.64, -14.22,  -8.72, -23.07, -30.99, -17.21, -12.41, -25.37, -17.61,  -7.93,  -7.91, -18.38, -16.95, -21.18, -17.31, -15.77, -15.13,  -4.78, -13.89, -10.22, -23.36, -21.39,  -3.09, -16.69,   6.51,  -7.88, -12.13,  -6.64, -12.30,  -3.05, -22.45, -17.13,  -8.36, -29.72, -18.81, -19.91, -11.79, -13.19, -15.14, -18.66, -17.67, -31.61, -13.85,  -7.67, -23.63, -13.21, -13.41
197312,   3.72,  -0.77,  -2.66,   1.77,   2.08,  -6.61,   0.97,  -4.52,  -3.10,  -9.14,   2.08,  -2.65,  -5.05,   5.57,  -4.80,  -7.50,  -1.21,   4.20,  10.39,   7.75,   2.80, -10.90,  -3.70,  -8.50,  18.25,  -4.00,  19.92,   4.97,  10.30,   8.60,   2.89,   4.22,  -0.78,  -0.66,  -6.09, -18.79,  -0.42,   0.93,  10.04,   0.05,   6.94,  -3.29,  -0.93,   6.08,   1.34,   1.90,  -7.26,   2.45,   0.08
197401,   2.03,   6.13,  -5.44,  -0.84,   3.07,   8.82,   8.68,  -0.90,  -2.68,   9.42,  -1.93,  -3.54,  -2.37,   2.16,   9.28,  10.30,   5.57,   0.21,   4.83,  -6.61,  -3.13,  -0.99,  11.29,  10.24,  -0.34,  16.37,  11.05,   2.81,   5.41,  -7.86,   4.02,   2.00,   4.79,   1.02,  -0.31,  37.03,   4.91,   3.04,  -0.38,   0.60,   0.27,   5.43,   7.69,   0.79,  -0.03,  -1.88,  14.75,   0.61,   0.95
197402,  14.11,   1.04,  -2.44,  -1.97,   1.09,  -2.77,  -0.37,  -5.55,  -3.76,   2.00,  -3.47,  -4.39,  -0.78,   1.38,  -3.05,   0.03,   4.09,   1.78,   2.34,  -3.31,   0.20,  -2.36,  -1.59,   8.53,  -2.41,   8.56,  -0.25,   2.01,   5.48,  -2.25,  -0.47,   3.58,  -1.74,  -1.02,  -1.66,   1.63,   1.20,  -0.39,   0.56,   1.05,   7.42,   2.17,   1.02,  -5.13,   1.61,  -2.37,  -3.59,   0.94,  -1.30
197403,  -1.65,  -1.94,  -4.46,  -2.53,  -6.11,   4.85,   3.41,   5.42,  -0.30,  -2.25,  -2.50,   5.14,   0.22,   1.31,   1.13,   2.50,  -0.10,  -5.32,  -2.75,  -7.77,  -4.92,  -2.26,  -0.10,  -4.99,  -8.25,  -4.77,   4.54,  -9.61,   4.58,  -3.38,  -4.11,  -4.92,   1.99,  -2.82,  -1.20,   1.08,  -8.63,   1.87,   2.04,  -1.44,  -5.10,   1.24,  -4.64,   4.83,  -5.02,  -4.73,   1.36,  -4.29,  -3.26
197404,  -9.90,  -2.74,  -4.15,  -3.70,  -2.86,  -7.59,  -8.10,  -6.26,  -4.28,  -5.03, -12.36,  -1.98,  -1.31,   0.81,  -5.57,  -1.07,  -4.65,  -6.78,   0.00,  -7.06,  -4.73,  -4.40,  -2.55,  -0.24, -10.30,   1.45, -12.35,  -6.34,   2.25,  -6.59, -12.76,  -5.31,  -9.19,  -9.09,  -3.09, -13.67,  -4.35,  -4.85,   0.04,  -2.63,  -4.03,  -2.03,  -2.19,  -3.05,  -5.30,  -9.64, -10.95,  -7.05,  -5.51
197405,  -6.83,  -5.36,  -1.21,  -4.74,   4.55,   2.15,  -1.01,  -1.92,   0.79,  -7.28,  -8.60,   2.62,  -1.12,  -0.55,  -0.09,  -7.34,  -8.68,  -9.17,  -9.76, -12.83,  -4.59,  -6.30,   1.14,  -3.50, -13.85,  -3.93,  -8.59,  -8.28,  -8.29,  -8.29,  -5.83,  -2.88,  -8.72,  -9.45,  -5.65,  -5.64,  -1.98,  -1.61, -10.11,  -1.95,  -5.26,  -4.16,   1.83,  -2.10, -10.94,  -9.14, -11.35, -10.32,  -7.06
197406, -11.55,  -1.22,   2.14,  -3.65,  -0.66,  -8.67,  -2.78,   1.25,  -0.74,  -3.72,  -8.85,  -1.72,  -1.61,   0.26,  -0.21,  -2.58,  -4.98,  -2.39,   2.87,  -1.81,  -0.93,  -8.10,  -3.57,  -3.48,   5.95,  -1.77,   3.19,   1.87,  -6.46,  -0.27,  -6.85,   0.02, -11.17,  -3.00,  -1.35,  -8.55,  -7.26,  -4.48,  -0.94,   2.17,  -1.65,  -4.45,  -2.18,  -6.94, -11.01,  -4.39, -12.91,  -5.57,  -7.21
